reference_id,candidate_id,reference_statement,candidate_statement,overlap
2442,3426,bottle and mug can be discriminated with lid,"bottle is made of metal, which makes it different from mug",No
3165,11053,hawk and stork can be discriminated with claws,"hawk have (a) large wing span, which makes it different from stork",No
3165,14562,hawk and stork can be discriminated with claws,"hawk is a predator, which makes it different from stork",Not Sure
3924,13266,radio and rock can be discriminated with control,"radio is a related to music, which makes it different from rock",No
3924,6004,radio and rock can be discriminated with control,"radio can be turned on, which makes it different from rock",Yes
3924,14650,radio and rock can be discriminated with control,"radio can be used for electronic uses, which makes it different from rock",No
3924,2462,radio and rock can be discriminated with control,"radio can consume electricity, which makes it different from rock",No
3924,6429,radio and rock can be discriminated with control,"radio can be used for broadcasting signals, which makes it different from rock",No
3924,11226,radio and rock can be discriminated with control,"radio have (a) turning elements(knobs, wheels, etc.), which makes it different from rock",Yes
3924,7984,radio and rock can be discriminated with control,"radio is a electric, which makes it different from rock",No
3924,2546,radio and rock can be discriminated with control,"radio can be found at an electronics store, which makes it different from rock",No
3924,8004,radio and rock can be discriminated with control,"radio can be used for music related entertainment, which makes it different from rock",No
3924,8681,radio and rock can be discriminated with control,"radio can be used for listening to music, which makes it different from rock",No
389,543,dress and socks can be discriminated with sleeves,"dress can be found on your upper torso, which makes it different from socks",No
389,7456,dress and socks can be discriminated with sleeves,"dress can be found above the feet, which makes it different from socks",No
389,7979,dress and socks can be discriminated with sleeves,"dress can be used for covering legs, which makes it different from socks",No
393,6141,fridge and sink can be discriminated with rectangular,"fridge is a electric powered item, which makes it different from sink",No
393,1169,fridge and sink can be discriminated with rectangular,"fridge can make things cold, which makes it different from sink",No
393,8663,fridge and sink can be discriminated with rectangular,"fridge have (a) electrical parts, which makes it different from sink",No
393,4435,fridge and sink can be discriminated with rectangular,"fridge is electrically powered, which makes it different from sink",No
393,8912,fridge and sink can be discriminated with rectangular,"fridge is a appliance, which makes it different from sink",No
393,4875,fridge and sink can be discriminated with rectangular,"fridge is a electrical appliance, which makes it different from sink",No
393,294,fridge and sink can be discriminated with rectangular,"fridge is consuming electricity, which makes it different from sink",No
393,10356,fridge and sink can be discriminated with rectangular,"fridge is using electricity, which makes it different from sink",No
393,11018,fridge and sink can be discriminated with rectangular,"fridge can be plugged in, which makes it different from sink",No
393,11765,fridge and sink can be discriminated with rectangular,"fridge is part of (a) kitchen appliance, which makes it different from sink",No
393,8368,fridge and sink can be discriminated with rectangular,"fridge have (a) power supply, which makes it different from sink",No
2293,6141,fridge and sink can be discriminated with drawers,"fridge is a electric powered item, which makes it different from sink",No
2293,1169,fridge and sink can be discriminated with drawers,"fridge can make things cold, which makes it different from sink",No
2293,8663,fridge and sink can be discriminated with drawers,"fridge have (a) electrical parts, which makes it different from sink",No
2293,4435,fridge and sink can be discriminated with drawers,"fridge is electrically powered, which makes it different from sink",No
2293,8912,fridge and sink can be discriminated with drawers,"fridge is a appliance, which makes it different from sink",No
2293,4875,fridge and sink can be discriminated with drawers,"fridge is a electrical appliance, which makes it different from sink",No
2293,294,fridge and sink can be discriminated with drawers,"fridge is consuming electricity, which makes it different from sink",No
2293,10356,fridge and sink can be discriminated with drawers,"fridge is using electricity, which makes it different from sink",No
2293,11018,fridge and sink can be discriminated with drawers,"fridge can be plugged in, which makes it different from sink",No
