ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
0e51897901b555173f3c6836dbf7979a|B|c|2,"If I wanted to store dirt in my home, where could I put it?",garden,garden can grow itself or grow things,0.5004,No,Yes
0e51897901b555173f3c6836dbf7979a|E|c|0,"If I wanted to store dirt in my home, where could I put it?",closet,closet can be used for storage,0.5264,Yes,Yes
dfe0838d894e46085ae058f6515ab26f|B|c|0,"I wanted  a side chair for people to visit me while I worked, where did I have it put?",office,office is a piece of furniture,0.5437,Yes,No
dfe0838d894e46085ae058f6515ab26f|B|c|1,"I wanted  a side chair for people to visit me while I worked, where did I have it put?",office,office is a room,0.5098,No,Yes
dfe0838d894e46085ae058f6515ab26f|B|c|2,"I wanted  a side chair for people to visit me while I worked, where did I have it put?",office,office can be found in the living room,0.5011,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|0,What is KFC who serves chicken?,plate,plate can be used for eating food off,0.5599,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|1,What is KFC who serves chicken?,plate,plate is a something you eat off,0.5493,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|2,What is KFC who serves chicken?,plate,plate can be purchased,0.5410,No,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|3,What is KFC who serves chicken?,plate,plate can be used for eating,0.5172,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|B|c|4,What is KFC who serves chicken?,plate,plate is used for meals,0.5014,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|C|c|0,What is KFC who serves chicken?,bowl,bowl is related to eating,0.6062,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|C|c|1,What is KFC who serves chicken?,bowl,bowl is a something you eat off,0.5939,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|C|c|2,What is KFC who serves chicken?,bowl,bowl can be used for serving,0.5120,Yes,Yes
ed710b7aefd7b9b0afc5786af48a596a|E|c|0,What is KFC who serves chicken?,oven,oven can be used for heating up things to eat,0.5420,No,Yes
ed710b7aefd7b9b0afc5786af48a596a|E|c|1,What is KFC who serves chicken?,oven,oven can cook things,0.5369,No,Yes
ed710b7aefd7b9b0afc5786af48a596a|E|c|2,What is KFC who serves chicken?,oven,oven can cook,0.5355,No,Yes
ed710b7aefd7b9b0afc5786af48a596a|E|c|3,What is KFC who serves chicken?,oven,oven is used for meals,0.5250,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|B|c|0,Where might families decide on dinner together?,funeral,funeral is a event,0.6572,No,Yes
44cb45e3d402becfbf022a32c5c1d935|B|c|1,Where might families decide on dinner together?,funeral,funeral is a  event,0.6450,No,Yes
44cb45e3d402becfbf022a32c5c1d935|B|c|2,Where might families decide on dinner together?,funeral,funeral can have people physically in it,0.6221,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|B|c|3,Where might families decide on dinner together?,funeral,funeral is a ceremony,0.5983,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|C|c|0,Where might families decide on dinner together?,supermarket,supermarket can be used for buying food,0.6040,No,Yes
44cb45e3d402becfbf022a32c5c1d935|C|c|1,Where might families decide on dinner together?,supermarket,supermarket is a gathering place,0.5984,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|C|c|2,Where might families decide on dinner together?,supermarket,supermarket can be used for purchasing edible items,0.5864,No,Yes
44cb45e3d402becfbf022a32c5c1d935|C|c|3,Where might families decide on dinner together?,supermarket,supermarket is a place you buy food,0.5768,No,Yes
44cb45e3d402becfbf022a32c5c1d935|C|c|4,Where might families decide on dinner together?,supermarket,supermarket can be used for ordering food and drink,0.5639,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|D|c|0,Where might families decide on dinner together?,wedding,wedding can be used for  gathering together,0.7910,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|D|c|1,Where might families decide on dinner together?,wedding,wedding is a social event,0.7614,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|D|c|2,Where might families decide on dinner together?,wedding,wedding is a gathering place,0.7408,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|D|c|3,Where might families decide on dinner together?,wedding,wedding is an event,0.7053,No,Yes
44cb45e3d402becfbf022a32c5c1d935|D|c|4,Where might families decide on dinner together?,wedding,wedding is a event,0.7018,No,Yes
44cb45e3d402becfbf022a32c5c1d935|E|c|0,Where might families decide on dinner together?,hotel,hotel can be used for a holiday,0.6868,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|E|c|1,Where might families decide on dinner together?,hotel,hotel have (a) usually have people inside,0.6328,Yes,Yes
44cb45e3d402becfbf022a32c5c1d935|E|c|2,Where might families decide on dinner together?,hotel,hotel can be used for over night stays,0.6237,No,Yes
44cb45e3d402becfbf022a32c5c1d935|E|c|3,Where might families decide on dinner together?,hotel,hotel can be used for overnight stays,0.6136,No,Yes
44cb45e3d402becfbf022a32c5c1d935|E|c|4,Where might families decide on dinner together?,hotel,hotel is a place,0.5763,No,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|0,Where can you borrow magazines?,library,library can be used for reading and borrowing reading materials,0.7702,Yes,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|1,Where can you borrow magazines?,library,library can be used for reading books,0.7253,Yes,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|2,Where can you borrow magazines?,library,library can be used for reading,0.7178,Yes,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|3,Where can you borrow magazines?,library,library can be used for reading and studying,0.6925,Yes,Yes
8edca0da244f6ea830c61dea6643d6c5|A|c|4,Where can you borrow magazines?,library,library is a a place to read books,0.6922,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|C|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,egypt,egypt is a location,0.5147,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|D|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place,0.5785,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|D|c|1,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a location,0.5750,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|D|c|2,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place or location,0.5735,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|D|c|3,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana can fit the titanic inside it,0.5356,No,Yes
71cdab46104f6d6f6ecf8016ad2afa72|D|c|4,A company with the moniker of Big Sky Excavation would probably be found where?,montana,montana is a place where you can live,0.5332,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|E|c|0,A company with the moniker of Big Sky Excavation would probably be found where?,desert,desert is a type of land,0.5178,Yes,Yes
71cdab46104f6d6f6ecf8016ad2afa72|E|c|1,A company with the moniker of Big Sky Excavation would probably be found where?,desert,desert is a geographic location,0.5067,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|A|c|0,Where would you put a pot if you do not need to use it?,restaurant,restaurant is not something you can carry,0.5153,No,No
508fa6ff59f93e73dd5db1d02b71ac4d|A|c|1,Where would you put a pot if you do not need to use it?,restaurant,restaurant can be used for storing things inside,0.5110,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|A|c|2,Where would you put a pot if you do not need to use it?,restaurant,restaurant is not a place you visit often,0.5086,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|0,Where would you put a pot if you do not need to use it?,cupboard,cupboard can be used for storage,0.6369,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|1,Where would you put a pot if you do not need to use it?,cupboard,cupboard is a place to store items,0.6081,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|2,Where would you put a pot if you do not need to use it?,cupboard,cupboard can be opened/closed,0.5916,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|3,Where would you put a pot if you do not need to use it?,cupboard,cupboard can be found in a kitchen,0.5903,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|B|c|4,Where would you put a pot if you do not need to use it?,cupboard,cupboard can  be moved,0.5765,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|C|c|0,Where would you put a pot if you do not need to use it?,greenhouse,greenhouse is not a furniture,0.5648,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|C|c|1,Where would you put a pot if you do not need to use it?,greenhouse,greenhouse can grow itself or grow things,0.5304,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|C|c|2,Where would you put a pot if you do not need to use it?,greenhouse,greenhouse is not found in a home,0.5288,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|C|c|3,Where would you put a pot if you do not need to use it?,greenhouse,greenhouse can not be found inside a home,0.5175,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|C|c|4,Where would you put a pot if you do not need to use it?,greenhouse,greenhouse does not have (a) head,0.5163,No,No
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|0,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can store things,0.6804,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|1,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for storage,0.6703,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|2,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for storing food,0.6657,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|3,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator can be used for eating or drinking,0.6656,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|D|c|4,Where would you put a pot if you do not need to use it?,refrigerator,refrigerator is a place to store items,0.6566,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|0,Where would you put a pot if you do not need to use it?,porch,porch can not be easily carried,0.5485,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|1,Where would you put a pot if you do not need to use it?,porch,porch can not cooking,0.5356,Yes,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|2,Where would you put a pot if you do not need to use it?,porch,porch is a room or building,0.5354,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|3,Where would you put a pot if you do not need to use it?,porch,porch can be found in a house,0.5335,No,Yes
508fa6ff59f93e73dd5db1d02b71ac4d|E|c|4,Where would you put a pot if you do not need to use it?,porch,porch can not store,0.5257,Yes,Yes
710fb042c89c60c9c32bcf781da2a603|E|c|0,The jellyfish was pushed along by the water.  It was caught in what?,lake,lake is made of water,0.5208,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|A|c|0,Which location has spots where people can take their kids to play on playgrounds?,conference,conference is a place people can visit,0.5560,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|A|c|1,Which location has spots where people can take their kids to play on playgrounds?,conference,conference is a location,0.5104,No,Yes
cc68f668ee60686e34bac9b56df3d79f|B|c|0,Which location has spots where people can take their kids to play on playgrounds?,town,town can be used for children to play,0.7969,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|B|c|1,Which location has spots where people can take their kids to play on playgrounds?,town,town can be used for  gathering together,0.5279,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|B|c|2,Which location has spots where people can take their kids to play on playgrounds?,town,town can be found outside,0.5048,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|C|c|0,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment is a type of home,0.5917,No,Yes
cc68f668ee60686e34bac9b56df3d79f|C|c|1,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment can be used for housing,0.5879,No,Yes
cc68f668ee60686e34bac9b56df3d79f|C|c|2,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment can be used for  gathering together,0.5792,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|C|c|3,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment can be used for living inside of,0.5729,Yes,No
cc68f668ee60686e34bac9b56df3d79f|C|c|4,Which location has spots where people can take their kids to play on playgrounds?,apartment,apartment is a type of building,0.5704,No,Yes
cc68f668ee60686e34bac9b56df3d79f|D|c|0,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding can be used for happy or entertaining events,0.5718,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|D|c|1,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding is a location,0.5456,No,No
cc68f668ee60686e34bac9b56df3d79f|D|c|2,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding can be used for  gathering together,0.5417,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|D|c|3,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding is a gathering place,0.5241,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|D|c|4,Which location has spots where people can take their kids to play on playgrounds?,wedding,wedding is a place,0.5223,No,Yes
cc68f668ee60686e34bac9b56df3d79f|E|c|0,Which location has spots where people can take their kids to play on playgrounds?,theater,theater is a place you can visit,0.6309,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|E|c|1,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for  gathering together,0.5840,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|E|c|2,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for happy or entertaining events,0.5835,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|E|c|3,Which location has spots where people can take their kids to play on playgrounds?,theater,theater is a location,0.5701,Yes,Yes
cc68f668ee60686e34bac9b56df3d79f|E|c|4,Which location has spots where people can take their kids to play on playgrounds?,theater,theater can be used for live performances,0.5639,Yes,Yes
5655a3002dd9a6b7dabede1dd26a5893|A|c|0,Where would using a boat not require navigation skills?,water,water is not a car,0.5503,Yes,Yes
5655a3002dd9a6b7dabede1dd26a5893|A|c|1,Where would using a boat not require navigation skills?,water,water is not a building,0.5392,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|B|c|0,Where would using a boat not require navigation skills?,ocean,ocean is not a building,0.5716,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|B|c|1,Where would using a boat not require navigation skills?,ocean,ocean is not a type of building,0.5583,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|B|c|2,Where would using a boat not require navigation skills?,ocean,ocean is not item of clothing,0.5227,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|B|c|3,Where would using a boat not require navigation skills?,ocean,ocean does not have (a) usually have people inside,0.5150,Yes,Yes
5655a3002dd9a6b7dabede1dd26a5893|B|c|4,Where would using a boat not require navigation skills?,ocean,ocean is not a country or state,0.5070,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|C|c|0,Where would using a boat not require navigation skills?,garage,garage does not have (a) fee to visit,0.6238,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|C|c|1,Where would using a boat not require navigation skills?,garage,garage does not have (a) usually have people inside,0.5287,No,Yes
5655a3002dd9a6b7dabede1dd26a5893|C|c|2,Where would using a boat not require navigation skills?,garage,garage is not made of water,0.5206,No,Yes
